0.01,0.0009533154007218447,0.0001309551674837784
0.020000000000000004,0.0029929531329397096,0.00035732197189398203
0.030000000000000006,0.007719397528009998,0.0008342328037148608
0.04000000000000001,0.013478676767333999,0.0016055696896950273
0.05000000000000001,0.02092962589557415,0.002963765107142263
0.06000000000000001,0.03003711496272568,0.003842985428340973
0.07,0.04250186760534303,0.004598217134339273
0.08,0.05648378584097914,0.007394824076949217
0.09000000000000001,0.062258621816418475,0.006770898037484099
0.1,0.09384427618025923,0.010749467704735309
