0.01,2.997381896348239e-05,2.759358078689129e-06
0.020000000000000004,0.0001160229079152475,9.429393856089856e-06
0.030000000000000006,0.00020665520385896197,1.9997130015071936e-05
0.04000000000000001,0.0005476441686174316,5.246369947695381e-05
0.05000000000000001,0.0007443766567057697,7.710804056775672e-05
0.06000000000000001,0.0009168801505758417,9.971040196612672e-05
0.07,0.0016150997809209321,0.0001435579519023775
0.08,0.0018776716840833763,0.0001795704641034494
0.09000000000000001,0.002223436654066544,0.00020967066591274348
0.1,0.0026312787153881657,0.00027472858215806
