0.01,4.023263192800552e-06,3.585870910124086e-07
0.020000000000000004,1.7779782555714664e-05,2.280920376031365e-06
0.030000000000000006,3.9657851290355594e-05,4.522338462106453e-06
0.04000000000000001,5.6931373673558826e-05,7.722127351583235e-06
0.05000000000000001,9.390163393162121e-05,9.191200023425912e-06
0.06000000000000001,0.00016512452912943455,1.9170792411343395e-05
0.07,0.00015728239092213325,1.8624202281137292e-05
0.08,0.0002614425441381263,3.1859357350641056e-05
0.09000000000000001,0.0003257362696598909,3.6565084736760014e-05
0.1,0.0003869910245648789,4.730382481613693e-05
