0.0,4.912258383171775e-06,4.4408920985006264e-17
0.01,-0.00017738827941027324,0.0015565756229433969
0.02,-0.009120566349887227,0.003225368208572948
0.03,0.0011284911137847686,0.00470578232693981
0.04,-0.022186271146432013,0.006802745434847601
0.05,0.0007279745577637442,0.008555242294460082
0.06,-0.013234626021550788,0.010837720564138993
0.07,0.012633952771992973,0.011714079080491586
0.08,-0.051083415816982836,0.01218706926720514
0.09,-0.003423000438972146,0.015162115588354817
0.1,0.015214229293848192,0.015272425702628984
